gene_A	gene_B	type_A	type_B
SLC6A11	GABRA2	L	R
SLC6A11	GABRE	L	R
SLC6A11	GABRQ	L	R
SLC6A11	GABBR2	L	R
SLC6A11	GABBR1	L	R
SULT1E1	PPARG	L	R
SULT1E1	PPARD	L	R
SULT1E1	PPARA	L	R
SULT1A1	PPARG	L	R
SULT1A1	PPARD	L	R
SULT1A1	PPARA	L	R
AKR1D1	AR	L	R
SLC32A1	GABRA1	L	R
SLC32A1	GABRB2	L	R
SLC32A1	GABRD	L	R
SLC32A1	GABRA4	L	R
SLC32A1	GABRB3	L	R
SLC32A1	GABRA6	L	R
SLC32A1	GABRG2	L	R
SLC32A1	GABRA5	L	R
SLC32A1	GABRA3	L	R
SLC32A1	GABRA2	L	R
SLC32A1	GABRE	L	R
SLC32A1	GABRQ	L	R
SLC32A1	GABBR2	L	R
SLC32A1	GABBR1	L	R
SLC6A13	GABRA1	L	R
SLC6A13	GABRB2	L	R
SLC6A13	GABRD	L	R
SLC6A13	GABRA4	L	R
SLC6A13	GABRB3	L	R
SLC6A13	GABRA6	L	R
SLC6A13	GABRG2	L	R
SLC6A13	GABRA5	L	R
SLC6A13	GABRA3	L	R
SLC6A13	GABRA2	L	R
SLC6A13	GABRE	L	R
SLC6A13	GABRQ	L	R
SLC6A13	GABBR2	L	R
SLC6A13	GABBR1	L	R
SULT2A1	PPARG	L	R
SULT2A1	PPARD	L	R
SULT2A1	PPARA	L	R
LAMA3	ITGA6	L	R
LAMA3	ITGB1	L	R
LAMB3	ITGA6	L	R
LAMB3	ITGB1	L	R
LAMC2	ITGA6	L	R
LAMC2	ITGB1	L	R
LAMA3	ITGA3	L	R
LAMB3	ITGA3	L	R
LAMC2	ITGA3	L	R
LAMA3	ITGB4	L	R
LAMB3	ITGB4	L	R
LAMC2	ITGB4	L	R
EBI3	IL27RA	L	R
IL27	IL6ST	L	R
PTGR1	LTB4R	L	R
PTGR1	LTB4R2	L	R
PTGES3	PTGER1	L	R
PTGES3	PTGER4	L	R
PTGES3	PTGER3	L	R
PTGES3	PTGER2	L	R
DHCR24	RORA	L	R
DHCR24	RORC	L	R
IL17A	IL17RA	L	R
IL17A	IL17RC	L	R
IL17F	IL17RA	L	R
IL17F	IL17RC	L	R
PTGIS	PTGIR	L	R
LTC4S	CYSLTR2	L	R
LTC4S	CYSLTR1	L	R
HSD17B12	AR	L	R
FLRT3	ADGRL1	L	R
TENM4	ADGRL1	L	R
FLRT1	ADGRL1	L	R
GPHA2	TSHR	L	R
GPHB5	TSHR	L	R
DAGLB	CNR1	L	R
DAGLB	CNR2	L	R
DAGLB	GPR55	L	R
PRXL2B	PTGFR	L	R
UBASH3B	NR1I2	L	R
UBASH3B	ESR1	L	R
UBASH3B	PPARA	L	R
DHRS9	PGR	L	R
DPEP2	CYSLTR2	L	R
DPEP2	CYSLTR1	L	R
DPEP3	CYSLTR2	L	R
DPEP3	CYSLTR1	L	R
PTGES2	PTGER1	L	R
PTGES2	PTGER4	L	R
PTGES2	PTGER3	L	R
PTGES2	PTGER2	L	R
SRD5A3	AR	L	R
TENM2	ADGRL1	L	R
FLRT3	ADGRL2	L	R
TENM2	ADGRL2	L	R
FLRT3	ADGRL3	L	R
TENM3	ADGRL3	L	R
FLRT1	ADGRL3	L	R
DHCR7	NR1H2	L	R
DHCR7	NR1H3	L	R
DAGLA	CNR1	L	R
DAGLA	CNR2	L	R
DAGLA	GPR55	L	R
E7END6	THBD	L	R
E7END6	PROCR	L	R
PRNP	PLAT	L	R
PRNP	HMOX1	L	R
PRNP	HSPA5	L	R
PRNP	CASP3	L	R
PRNP	GSK3B	L	R
PRNP	CAV3	L	R
PRNP	CSNK2A1	L	R
PRNP	ADGRG6	L	R
PRNP	TNFRSF25	L	R
H3BSR6	H3BM21	L	R
H3BSR6	ITGAV	L	R
H3BSR6	ITGB3	L	R
H3BSR6	CX3CR1	L	R
I3NI19	NPBWR1	L	R
IFNL4	IL10RB	L	R
IFNL4	IFNLR1	L	R
M0R343	CDH7	L	R
CCL24	CXCR6	L	R
CCL24	ACKR2	L	R
CCL24	CXCR1	L	R
CCL24	CXCR2	L	R
CCL24	CCR1	L	R
CCL24	CCR7	L	R
CCL24	CXCR5	L	R
CCL24	CCR2	L	R
CCL24	CCR10	L	R
CCL24	XCR1	L	R
CCL24	CX3CR1	L	R
CCL24	CXCR3	L	R
CCL24	CCR3	L	R
CCL24	CCR4	L	R
CCL24	CCR5	L	R
CCL24	CCR6	L	R
CCL24	CCR8	L	R
CCL24	CCR9	L	R
CCL24	CXCR4	L	R
LGALS9	BCR	L	R
LGALS9	CD22	L	R
LGALS9	PTPRC	L	R
LGALS9	P4HB	L	R
LGALS9	CD44	L	R
LGALS9	CD47	L	R
LGALS9	HAVCR2	L	R
LGALS9	MRC2	L	R
LGALS8	ITGA3	L	R
LGALS8	PDE4A	L	R
CORT	SGK1	L	R
CORT	NR3C1	L	R
CORT	ADRA2A	L	R
CORT	SSTR1	L	R
CORT	SSTR2	L	R
CORT	SSTR4	L	R
CORT	SSTR3	L	R
CORT	SSTR5	L	R
CORT	STAT3	L	R
CORT	MTNR1A	L	R
CORT	GRM7	L	R
CORT	GHSR	L	R
CORT	MRGPRX2	L	R
AGRP	SDC3	L	R
AGRP	ATRN	L	R
AGRP	SDC1	L	R
AGRP	MC4R	L	R
AGRP	MC5R	L	R
AGRP	MC3R	L	R
AGRP	MC2R	L	R
AGRP	MC1R	L	R
F2RL2	GNAS	L	R
F2RL2	GNAI3	L	R
F2RL2	BACE1	L	R
F2RL2	GNAI1	L	R
F2RL2	F2RL3	L	R
LEFTY2	TGFB1	L	R
LEFTY2	ACVR2A	L	R
LEFTY2	ACVR1B	L	R
LEFTY2	ACVR2B	L	R
TULP1	AXL	L	R
TULP1	TYRO3	L	R
TULP1	MERTK	L	R
TULP2	TYRO3	L	R
CHL1	SIRPA	L	R
DLL1	NOTCH1	L	R
DLL1	NOTCH2	L	R
DLL1	NOTCH4	L	R
DLL1	NLRC4	L	R
DLL1	NOTCH3	L	R
RNASET2	TLR8	L	R
CCL21	CXCR6	L	R
CCL21	ACKR2	L	R
CCL21	CXCL10	L	R
CCL21	ADRA2A	L	R
CCL21	CXCR1	L	R
CCL21	CXCR2	L	R
CCL21	CCR1	L	R
CCL21	CCR7	L	R
CCL21	CXCR5	L	R
CCL21	CCR2	L	R
CCL21	CCR10	L	R
CCL21	XCR1	L	R
CCL21	MTNR1A	L	R
CCL21	CX3CR1	L	R
CCL21	CXCR3	L	R
CCL21	CCR3	L	R
CCL21	CCR4	L	R
CCL21	CCR5	L	R
CCL21	CCR6	L	R
CCL21	CCR8	L	R
CCL21	CCR9	L	R
CCL21	CXCR4	L	R
CCL21	GRM7	L	R
CCL21	ACKR4	L	R
CCN1	H3BM21	L	R
CCN1	ITGAV	L	R
CCN1	ITGA2B	L	R
CCN1	ITGB3	L	R
CCN1	ITGA6	L	R
CCN1	ITGB1	L	R
CCN1	TLR4	L	R
CCN1	TLR2	L	R
CCN1	ITGB2	L	R
CCN1	ITGA5	L	R
CCN1	ITGAM	L	R
CCN1	ITGB5	L	R
CCN1	IL17A	L	R
CCL22	CXCR6	L	R
CCL22	ACKR2	L	R
CCL22	CXCR1	L	R
CCL22	CXCR2	L	R
CCL22	DPP4	L	R
CCL22	CCR1	L	R
CCL22	CCR7	L	R
CCL22	CXCR5	L	R
CCL22	CD80	L	R
CCL22	CCR2	L	R
CCL22	CCR10	L	R
CCL22	XCR1	L	R
CCL22	CX3CR1	L	R
CCL22	CXCR3	L	R
CCL22	CCR3	L	R
CCL22	CCR4	L	R
CCL22	CCR5	L	R
CCL22	CCR6	L	R
CCL22	CCR8	L	R
CCL22	CCR9	L	R
CCL22	CXCR4	L	R
NTN3	CDON	L	R
NTN3	NEO1	L	R
WNT10B	FZD9	L	R
WNT10B	LRP5	L	R
WNT10B	LRP6	L	R
WNT10B	FZD6	L	R
WNT10B	FZD7	L	R
WNT10B	FZD5	L	R
WNT10B	FZD2	L	R
WNT10B	FZD8	L	R
WNT10B	FZD3	L	R
WNT10B	FZD4	L	R
WNT10B	FZD10	L	R
WNT10B	FZD1	L	R
WNT7A	FZD9	L	R
WNT7A	LRP5	L	R
WNT7A	LRP6	L	R
WNT7A	FZD6	L	R
WNT7A	FZD7	L	R
WNT7A	ADGRA2	L	R
WNT7A	FZD5	L	R
WNT7A	RECK	L	R
WNT7A	FZD2	L	R
WNT7A	FZD8	L	R
WNT7A	FZD3	L	R
WNT7A	FZD4	L	R
WNT7A	FZD10	L	R
WNT7A	FZD1	L	R
WNT7A	LDLR	L	R
WNT7A	GRIA1	L	R
SOCS2	JAK2	L	R
SOCS2	IL2RA	L	R
SOCS2	INSR	L	R
SOCS2	IGF1R	L	R
SOCS2	IL6R	L	R
SOCS2	GHR	L	R
SOCS2	IL2RB	L	R
SOCS2	IFNGR1	L	R
SOCS2	CSF2RA	L	R
SOCS2	PRLR	L	R
SOCS2	IL7R	L	R
SOCS2	IFNAR1	L	R
SOCS2	EPOR	L	R
SOCS2	JAK1	L	R
SOCS2	IL4R	L	R
SOCS2	IL3RA	L	R
SOCS2	CNTFR	L	R
SOCS2	TYK2	L	R
SOCS2	IL2RG	L	R
SOCS2	CSF2RB	L	R
SOCS2	IFNGR2	L	R
SOCS2	IL6ST	L	R
SOCS2	MPL	L	R
SOCS2	IL12RB1	L	R
SOCS2	LIFR	L	R
SOCS2	LEPR	L	R
SOCS2	IFNAR2	L	R
SOCS2	JAK3	L	R
SOCS2	IL13RA1	L	R
SOCS2	IL9R	L	R
SOCS2	IL5RA	L	R
SOCS2	IL10RB	L	R
SOCS2	IL15RA	L	R
SOCS2	IL10RA	L	R
SOCS2	IL11RA	L	R
SOCS2	IL13RA2	L	R
SOCS2	IL23R	L	R
SOCS2	IL20RB	L	R
SOCS2	IFNLR1	L	R
SOCS2	IL22RA1	L	R
SOCS2	IL22RA2	L	R
SOCS2	CSF3R	L	R
SOCS2	OSMR	L	R
SOCS2	IL12RB2	L	R
SOCS2	IL21R	L	R
SOCS2	CRLF2	L	R
SOCS2	IL20RA	L	R
NRG2	ERBB2	L	R
NRG2	ERBB3	L	R
NRG2	ERBB4	L	R
NRG2	PIK3CD	L	R
NRG2	PIK3R2	L	R
NRG2	LRRTM2	L	R
NRG2	NRP2	L	R
NRG2	MPIG6B	L	R
NRG2	MAPK3	L	R
NRG2	PIK3R1	L	R
NRG2	MAPK1	L	R
NRG2	PIK3CA	L	R
NRG2	PIK3CB	L	R
NRG2	NRG1	L	R
NRG2	MOG	L	R
NRG2	PIK3R3	L	R
CXCL11	CXCR6	L	R
CXCL11	ADRA2A	L	R
CXCL11	CXCR1	L	R
CXCL11	CXCR2	L	R
CXCL11	ACKR3	L	R
CXCL11	DPP4	L	R
CXCL11	CCR1	L	R
CXCL11	CCR7	L	R
CXCL11	CXCR5	L	R
CXCL11	NOS2	L	R
CXCL11	CCR2	L	R
CXCL11	CCR10	L	R
CXCL11	XCR1	L	R
CXCL11	MAP2K3	L	R
CXCL11	MTNR1A	L	R
CXCL11	CX3CR1	L	R
CXCL11	CXCR3	L	R
CXCL11	CCR3	L	R
CXCL11	CCR4	L	R
CXCL11	CCR5	L	R
CXCL11	CCR6	L	R
CXCL11	CCR8	L	R
CXCL11	CCR9	L	R
CXCL11	MAP2K6	L	R
CXCL11	CXCR4	L	R
CXCL11	GRM7	L	R
CXCL11	ACKR1	L	R
NRP1	FZD4	L	R
NRP1	LRP5	L	R
NRP1	FLT1	L	R
NRP1	KDR	L	R
NRP1	FLT4	L	R
NRP1	PDGFRB	L	R
NRP1	PDGFRA	L	R
NRP1	MAPK3	L	R
NRP1	PLXNA1	L	R
TNFSF11	TNFRSF11B	L	R
TNFSF11	CHUK	L	R
TNFSF11	BCL2	L	R
TNFSF11	EPHB2	L	R
TNFSF11	STAT3	L	R
TNFSF11	CTSK	L	R
TNFSF11	GSK3B	L	R
TNFSF11	LGR4	L	R
TNFSF11	TNFRSF11A	L	R
MSTN	ACVR1B	L	R
MSTN	ACVR2A	L	R
MSTN	TGFBR1	L	R
MSTN	ACVR2B	L	R
WNT9A	FZD9	L	R
WNT9A	LRP5	L	R
WNT9A	EGFR	L	R
WNT9A	LRP6	L	R
WNT9A	FZD6	L	R
WNT9A	FZD7	L	R
WNT9A	FZD5	L	R
WNT9A	FZD2	L	R
WNT9A	FZD8	L	R
WNT9A	FZD3	L	R
WNT9A	FZD4	L	R
WNT9A	FZD10	L	R
WNT9A	FZD1	L	R
WNT9A	MUSK	L	R
WNT9A	CHRNA1	L	R
WNT9B	FZD9	L	R
WNT9B	LRP5	L	R
WNT9B	LRP6	L	R
WNT9B	FZD6	L	R
WNT9B	FZD7	L	R
WNT9B	FZD5	L	R
WNT9B	FZD2	L	R
WNT9B	FZD8	L	R
WNT9B	FZD3	L	R
WNT9B	FZD4	L	R
WNT9B	FZD10	L	R
WNT9B	FZD1	L	R
WNT9B	CHRNA1	L	R
TAX1BP3	ADGRB1	L	R
TAX1BP3	ADGRB2	L	R
EREG	EGFR	L	R
EREG	ERBB2	L	R
EREG	ERBB4	L	R
EREG	ERBB3	L	R
LECT2	TIE1	L	R
SEMA3E	NRP1	L	R
SEMA3E	PIP5K1B	L	R
SEMA3E	NRP2	L	R
SEMA3E	PLXND1	L	R
ADAMTS3	CCBE1	L	R
ANGPT2	ITGA5	L	R
ANGPT2	ITGB1	L	R
ANGPT2	CDH5	L	R
ANGPT2	TIE1	L	R
ANGPT2	TEK	L	R
ANGPT2	PTK2	L	R
NPFF	OPRM1	L	R
NPFF	NPFFR1	L	R
NPFF	NPFFR2	L	R
LAMA5	ITGA2	L	R
LAMA5	ITGA3	L	R
LAMA5	ITGA7	L	R
LAMA5	ITGA9	L	R
LAMA5	ITGAV	L	R
LAMA5	ITGB8	L	R
LAMA5	ITGB4	L	R
LAMA5	ITGA10	L	R
LAMA5	PRNP	L	R
LAMA5	ITGB3	L	R
LAMA5	ITGA2B	L	R
LAMA5	ITGA5	L	R
LAMA5	ITGA4	L	R
LAMA5	CD44	L	R
LAMA5	ITGB5	L	R
LAMA5	ITGB6	L	R
LAMA5	SDC1	L	R
LAMA5	ITGB7	L	R
LAMA5	PIK3R1	L	R
LAMA5	PIK3CA	L	R
LAMA5	BCAM	L	R
LAMA5	ITGA8	L	R
LAMA5	ITGA1	L	R
LAMA5	DAG1	L	R
LAMA5	SV2C	L	R
LAMA5	SV2B	L	R
LAMA5	ITGA11	L	R
VGF	STAT3	L	R
DEFB4B	TLR4	L	R
DEFB4B	ELANE	L	R
DEFB4B	CCR2	L	R
DEFB4B	CCR6	L	R
CHAD	ITGA2	L	R
CHAD	ITGB1	L	R
CHAD	ITGA10	L	R
CHAD	ITGB3	L	R
CHAD	ITGAV	L	R
CHAD	ITGA2B	L	R
CHAD	ITGA5	L	R
CHAD	ITGA4	L	R
CHAD	ITGB4	L	R
CHAD	ITGB5	L	R
CHAD	ITGB6	L	R
CHAD	ITGA6	L	R
CHAD	ITGA3	L	R
CHAD	ITGB7	L	R
CHAD	ITGB8	L	R
CHAD	ITGA8	L	R
CHAD	ITGA1	L	R
CHAD	ITGA7	L	R
CHAD	ITGA9	L	R
CHAD	ITGA11	L	R
CCL25	CXCR6	L	R
CCL25	ACKR2	L	R
CCL25	ADRA2A	L	R
CCL25	CXCR1	L	R
CCL25	CXCR2	L	R
CCL25	CCR1	L	R
CCL25	CCR7	L	R
CCL25	CXCR5	L	R
CCL25	CCR2	L	R
CCL25	CCR10	L	R
CCL25	XCR1	L	R
CCL25	MTNR1A	L	R
CCL25	CX3CR1	L	R
CCL25	CXCR3	L	R
CCL25	CCR3	L	R
CCL25	CCR4	L	R
CCL25	CCR5	L	R
CCL25	CCR6	L	R
CCL25	CCR8	L	R
CCL25	CCR9	L	R
CCL25	CXCR4	L	R
CCL25	GRM7	L	R
CCL25	ACKR4	L	R
CCL16	CXCR6	L	R
CCL16	ADRA2A	L	R
CCL16	CXCR1	L	R
CCL16	CXCR2	L	R
CCL16	CCR1	L	R
CCL16	CCR7	L	R
CCL16	CXCR5	L	R
CCL16	CCR2	L	R
CCL16	CCR10	L	R
CCL16	XCR1	L	R
CCL16	MTNR1A	L	R
CCL16	CX3CR1	L	R
CCL16	CXCR3	L	R
CCL16	CCR3	L	R
CCL16	CCR4	L	R
CCL16	CCR5	L	R
CCL16	CCR6	L	R
CCL16	CCR8	L	R
CCL16	CCR9	L	R
CCL16	CXCR4	L	R
CCL16	GRM7	L	R
CCL16	ACKR1	L	R
CCL16	HRH4	L	R
ARPC5	LDLR	L	R
ARPC5	ADRB2	L	R
ARPC5	LRP2	L	R
FGF10	EGFR	L	R
FGF10	IGF1R	L	R
FGF10	MET	L	R
FGF10	PDGFRB	L	R
FGF10	FGFR1	L	R
FGF10	PDGFRA	L	R
FGF10	PLCG1	L	R
FGF10	FGFR2	L	R
FGF10	FGFR4	L	R
FGF10	FGFR3	L	R
FGF10	MAPK3	L	R
FGF10	PIK3R1	L	R
FGF10	MAPK1	L	R
FGF10	PIK3CA	L	R
FGF10	MMP14	L	R
FGF10	FGFRL1	L	R
FLRT2	ADGRL1	L	R
FLRT2	UNC5C	L	R
FLRT2	ADGRL2	L	R
FLRT2	UNC5D	L	R
FLRT2	UNC5A	L	R
FLRT2	UNC5B	L	R
FGF16	EGFR	L	R
FGF16	IGF1R	L	R
FGF16	MET	L	R
FGF16	PDGFRB	L	R
FGF16	FGFR1	L	R
FGF16	PDGFRA	L	R
FGF16	PLCG1	L	R
FGF16	FGFR2	L	R
FGF16	FGFR4	L	R
FGF16	FGFR3	L	R
FGF16	MAPK3	L	R
FGF16	PIK3R1	L	R
FGF16	MAPK1	L	R
FGF16	PIK3CA	L	R
DHH	GAS1	L	R
DHH	PTCH1	L	R
DHH	CDON	L	R
DHH	SMO	L	R
DHH	BOC	L	R
DHH	PTCH2	L	R
DHH	HHIP	L	R
TNFSF12	VCAM1	L	R
TNFSF12	TNFRSF1A	L	R
TNFSF12	TNFRSF8	L	R
TNFSF12	STAT3	L	R
TNFSF12	MAPK8	L	R
TNFSF12	BIRC2	L	R
TNFSF12	CD163	L	R
TNFSF12	TNFRSF25	L	R
TNFSF12	MAP3K14	L	R
TNFSF12	TNFRSF12A	L	R
GNRH2	GNRHR	L	R
GNRH2	PTPRU	L	R
GNRH2	GNRHR2	L	R
TNFSF14	TNFRSF6B	L	R
TNFSF14	LTBR	L	R
TNFSF14	STAT3	L	R
TNFSF14	TNFRSF14	L	R
FRS3	NRAS	L	R
FRS3	KRAS	L	R
FRS3	FGFR1	L	R
FRS3	MAPK1	L	R
HCRT	HCRTR1	L	R
HCRT	HCRTR2	L	R
HCRT	KDR	L	R
HCRT	STAT3	L	R
HCRT	NPFFR2	L	R
ANGPTL7	LILRB3	L	R
ANGPTL7	LILRB2	L	R
EDIL3	H3BM21	L	R
EDIL3	ITGAV	L	R
EDIL3	ITGB3	L	R
EDIL3	ITGA5	L	R
EDIL3	ITGB1	L	R
EDIL3	ITGB5	L	R
EDIL3	PTK2	L	R
CD5L	CD5	L	R
VEGFD	FLT4	L	R
VEGFD	KDR	L	R
VEGFD	NRP2	L	R
VEGFD	EGFR	L	R
VEGFD	ERBB2	L	R
VEGFD	ITGB1	L	R
VEGFD	PRKCB	L	R
VEGFD	IGF1R	L	R
VEGFD	MET	L	R
VEGFD	ITGA5	L	R
VEGFD	PDGFRB	L	R
VEGFD	ITGA4	L	R
VEGFD	PDGFRA	L	R
VEGFD	PRKCA	L	R
VEGFD	ITGA2	L	R
VEGFD	FLT1	L	R
VEGFD	PIK3R1	L	R
VEGFD	NOS3	L	R
VEGFD	PIK3CA	L	R
VEGFD	MAP2K4	L	R
VEGFD	ITGA1	L	R
VEGFD	PRKCE	L	R
VEGFD	PRKCZ	L	R
VEGFD	SOS1	L	R
VEGFD	ITGA9	L	R
EFNA2	EPHA1	L	R
EFNA2	EPHA2	L	R
EFNA2	EPHA3	L	R
EFNA2	EPHA8	L	R
EFNA2	EPHA5	L	R
EFNA2	EPHA4	L	R
EFNA2	EPHA7	L	R
EFNA2	EPHA10	L	R
EFNA2	EPHA6	L	R
CXCL13	CXCR6	L	R
CXCL13	ADRA2A	L	R
CXCL13	CXCR1	L	R
CXCL13	CXCR2	L	R
CXCL13	HTR2A	L	R
CXCL13	CCR1	L	R
CXCL13	CCR7	L	R
CXCL13	CXCR5	L	R
CXCL13	OPRD1	L	R
CXCL13	CCR2	L	R
CXCL13	CCR10	L	R
CXCL13	XCR1	L	R
CXCL13	MTNR1A	L	R
CXCL13	CX3CR1	L	R
CXCL13	CXCR3	L	R
CXCL13	CCR3	L	R
CXCL13	CCR4	L	R
CXCL13	CCR5	L	R
CXCL13	CCR6	L	R
CXCL13	CCR8	L	R
CXCL13	CCR9	L	R
CXCL13	CXCR4	L	R
CXCL13	GRM7	L	R
CXCL13	ACKR1	L	R
CXCL13	ACKR4	L	R
FGF17	EGFR	L	R
FGF17	IGF1R	L	R
FGF17	MET	L	R
FGF17	PDGFRB	L	R
FGF17	FGFR1	L	R
FGF17	PDGFRA	L	R
FGF17	PLCG1	L	R
FGF17	FGFR2	L	R
FGF17	FGFR4	L	R
FGF17	FGFR3	L	R
FGF17	MAPK3	L	R
FGF17	PIK3R1	L	R
FGF17	MAPK1	L	R
FGF17	PIK3CA	L	R
KLK8	F2R	L	R
GDF9	TGFBR1	L	R
GDF9	ACVR2A	L	R
GDF9	PTGS2	L	R
GDF9	BMPR1A	L	R
GDF9	ACVR2B	L	R
GDF9	ACVR1C	L	R
GDF9	HAS2	L	R
GDF9	FXYD6	L	R
PSPN	GFRA4	L	R
PSPN	RET	L	R
PSPN	GFRA2	L	R
PSPN	GFRA3	L	R
PSPN	SDC3	L	R
PSPN	GFRA1	L	R
GREM1	KDR	L	R
GREM1	FGF8	L	R
TSPAN1	ITGA6	L	R
TSPAN1	ITGB1	L	R
ADAM11	ITGA4	L	R
ADAM11	CCR4	L	R
SLIT1	SDC1	L	R
SLIT1	GPC1	L	R
SLIT1	ROBO2	L	R
SLIT1	FLRT3	L	R
SLIT1	ROBO1	L	R
SLIT3	ROBO4	L	R
SLIT3	ROBO2	L	R
SLIT3	ROBO1	L	R
ICOSLG	CD28	L	R
ICOSLG	CTLA4	L	R
ICOSLG	ICOS	L	R
SEMA7A	ITGA1	L	R
SEMA7A	ITGB1	L	R
SEMA7A	PLXNC1	L	R
SEMA7A	UNC5D	L	R
PGLYRP1	TREM1	L	R
LEFTY1	TGFB1	L	R
LEFTY1	ACVR2A	L	R
LEFTY1	ACVR1B	L	R
LEFTY1	ACVR2B	L	R
SCRG1	CD36	L	R
CNMD	PTPRD	L	R
TNFSF13	TNFRSF11B	L	R
TNFSF13	TNFRSF13B	L	R
TNFSF13	TNFRSF1A	L	R
TNFSF13	FAS	L	R
TNFSF13	SDC2	L	R
TNFSF13	TNFRSF17	L	R
TNFSF13	TNFRSF14	L	R
C1QL1	ADGRB3	L	R
C1QL1	EGFR	L	R
C1QL1	SRC	L	R
C1QL1	GRIA1	L	R
FGF18	EGFR	L	R
FGF18	IGF1R	L	R
FGF18	MET	L	R
FGF18	PDGFRB	L	R
FGF18	FGFR1	L	R
FGF18	PDGFRA	L	R
FGF18	PLCG1	L	R
FGF18	FGFR2	L	R
FGF18	FGFR4	L	R
FGF18	FGFR3	L	R
FGF18	MAPK3	L	R
FGF18	PIK3R1	L	R
FGF18	MAPK1	L	R
FGF18	PIK3CA	L	R
LY6H	CD36	L	R
SLIT2	GREM1	L	R
SLIT2	APP	L	R
SLIT2	SDC1	L	R
SLIT2	GPC1	L	R
SLIT2	DCC	L	R
SLIT2	CXCL12	L	R
SLIT2	ROBO4	L	R
SLIT2	ROBO3	L	R
SLIT2	ROBO2	L	R
SLIT2	PLXNA1	L	R
SLIT2	ROBO1	L	R
LRIG2	EGFR	L	R
DKK1	LRP4	L	R
DKK1	LRP5	L	R
DKK1	LRP6	L	R
DKK1	WNT3A	L	R
DKK1	LRP1	L	R
DKK1	KREMEN2	L	R
DKK1	KREMEN1	L	R
DKK1	WNT6	L	R
SLITRK3	PTPRD	L	R
SLITRK3	PTPRS	L	R
SLITRK5	PTPRD	L	R
SLITRK5	PTPRS	L	R
SLITRK5	PTCH1	L	R
SLITRK5	SHH	L	R
SEMA3D	NRP1	L	R
SEMA3D	PLXNA2	L	R
SEMA3D	PLXNA3	L	R
SEMA3D	PLXNA4	L	R
SEMA3D	PLXNA1	L	R
SEMA3D	NRP2	L	R
SEMA3D	PLXND1	L	R
TNFSF15	TNFRSF6B	L	R
TNFSF15	CCR9	L	R
TNFSF15	TNFRSF25	L	R
NXPH2	NRXN1	L	R
NXPH3	A0A0A0MR89	L	R
NXPH3	NRXN1	L	R
NXPH3	NRXN3	L	R
NXPH3	NRXN2	L	R
MPZL1	PTPN1	L	R
CCN4	RAF1	L	R
CCN4	ITGB1	L	R
CCN4	ITGA5	L	R
CCN4	PTK2	L	R
CCN4	MAP3K5	L	R
GDF11	ACVR1B	L	R
GDF11	ACVR2A	L	R
GDF11	TGFBR1	L	R
GDF11	ACVR2B	L	R
GDF11	BMPR1B	L	R
GDF11	BMPR1A	L	R
GDF11	BMPR2	L	R
GDF11	ACVR1C	L	R
BMP10	ACVR2A	L	R
BMP10	ACVRL1	L	R
BMP10	ACVR2B	L	R
BMP10	BMPR2	L	R
BMP10	BMPR1B	L	R
BMP10	BMPR1A	L	R
BMP10	ACVR1	L	R
UTS2	EGFR	L	R
UTS2	TGFB1	L	R
UTS2	TH	L	R
UTS2	MAPK3	L	R
UTS2	PTK2	L	R
UTS2	UTS2R	L	R
TNFRSF6B	TNFSF15	L	R
TNFRSF6B	FASLG	L	R
TNFRSF6B	SIGLEC10	L	R
CLDN14	CLDN16	L	R
NTN1	C9J2B6	L	R
NTN1	H0Y8R2	L	R
NTN1	DSCAM	L	R
NTN1	TRIO	L	R
NTN1	UNC5C	L	R
NTN1	FYN	L	R
NTN1	SRC	L	R
NTN1	PIK3R1	L	R
NTN1	ADORA2B	L	R
NTN1	NOS3	L	R
NTN1	MAP2K2	L	R
NTN1	PIK3CA	L	R
NTN1	MCAM	L	R
NTN1	DCC	L	R
NTN1	DAPK1	L	R
NTN1	MAP2K1	L	R
NTN1	UNC5D	L	R
NTN1	UNC5A	L	R
NTN1	UNC5B	L	R
NTN1	NEO1	L	R
CXCL14	CXCR6	L	R
CXCL14	CXCR1	L	R
CXCL14	CXCR2	L	R
CXCL14	CCR1	L	R
CXCL14	CCR7	L	R
CXCL14	CXCR5	L	R
CXCL14	CCR2	L	R
CXCL14	CCR10	L	R
CXCL14	XCR1	L	R
CXCL14	CX3CR1	L	R
CXCL14	CXCR3	L	R
CXCL14	CCR3	L	R
CXCL14	CCR4	L	R
CXCL14	CCR5	L	R
CXCL14	CCR6	L	R
CXCL14	CCR8	L	R
CXCL14	CCR9	L	R
CXCL14	CXCR4	L	R
CRTAM	ILDR2	L	R
FGF19	EGFR	L	R
FGF19	IGF1R	L	R
FGF19	MET	L	R
FGF19	PDGFRB	L	R
FGF19	FGFR1	L	R
FGF19	PDGFRA	L	R
FGF19	PLCG1	L	R
FGF19	FGFR2	L	R
FGF19	FGFR4	L	R
FGF19	FGFR3	L	R
FGF19	MAPK3	L	R
FGF19	PIK3R1	L	R
FGF19	MAPK1	L	R
FGF19	PIK3CA	L	R
FGF19	NR0B2	L	R
FGF19	KLB	L	R
IL33	IL1RAP	L	R
IL33	IL1RL1	L	R
IL33	ULK1	L	R
IL33	GSK3B	L	R
CER1	WNT5A	L	R
CER1	WNT3A	L	R
CER1	WNT5B	L	R
CER1	MRC2	L	R
CER1	WNT6	L	R
CLDN1	MMP2	L	R
ANGPTL1	ITGA1	L	R
